"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/05/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","170.12","debit","Groceries","Joint Checking Account","",""
"3/05/2022","Food Lion","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","12.16","debit","Groceries","Joint Checking Account","",""
"3/05/2022","OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","55.96","debit","Groceries","Joint Checking Account","",""
"3/05/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","90.00","debit","Transfer","Joint Checking Account","",""
"3/04/2022","ADVANCED DERMATOLOGWEST COLUMBIA SCUS","Point Of Sale Withdrawal ADVANCED DERMATOLOGWEST COLUMBIA SCUS","81.00","debit","Doctor","Joint Checking Account","",""
"3/04/2022","Recreation.gov","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","52.50","debit","Travel","Joint Checking Account","",""
"3/04/2022","HSA BANK PRETAX BENEFIT TRANS - OTHER TRAN","External Withdrawal HSA BANK PRETAX BENEFIT TRANS - OTHER TRAN","0.06","debit","Health Insurance","Joint Checking Account","",""
"3/04/2022","State Parks","Point Of Sale Withdrawal FLORIDA STATE PARKS850-245-2157 FLUS","41.58","debit","Amusement","Joint Checking Account","",""
"3/04/2022","External Deposit HSA BANK PRETAX BENEFIT TRANS - OTHER TRAN","External Deposit HSA BANK PRETAX BENEFIT TRANS - OTHER TRAN","0.06","credit","Income","Joint Checking Account","",""
"3/03/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","100.00","debit","Transfer","Joint Checking Account","",""
"3/03/2022","State Parks","Point Of Sale Withdrawal FLORIDA STATE PARKS850-245-2157 FLUS","45.55","debit","Amusement","Joint Checking Account","",""
"3/02/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","80.00","debit","Gym","Joint Checking Account","",""
"3/02/2022","The Swim Lessons Company","Point Of Sale Withdrawal THE SWIM LESSONS CO803-x2629 SCUS","420.00","debit","Kids Activities","Joint Checking Account","",""
"3/02/2022","YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Charity","Joint Checking Account","",""
"3/02/2022","AMZNFreeTime*1W2GS8888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*1W2GS8888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"3/01/2022","Prime Video*1I3WM55888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*1I3WM55888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"3/01/2022","Carolina","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","144.63","debit","Business Services","Joint Checking Account","",""
"3/01/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","500.00","credit","Transfer","Joint Checking Account","",""
"3/01/2022","SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","165.00","debit","Travel","Joint Checking Account","",""
"2/28/2022","WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Auto Payment","Joint Checking Account","",""
"2/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"2/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"2/28/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.19","debit","Transfer","Joint Checking Account","",""
"2/27/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","83.13","debit","Groceries Costco","Joint Checking Account","",""
"2/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"2/26/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","101.23","debit","Groceries","Joint Checking Account","",""
"2/26/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","51.79","debit","Groceries","Joint Checking Account","",""
"2/26/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","150.00","debit","Transfer","Joint Checking Account","",""
"2/26/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","220.00","debit","Gym","Joint Checking Account","",""
"2/25/2022","Dominion Energy","External Withdrawal DOMINION ENERGY - DRAFT","341.24","debit","Utilities","Joint Checking Account","",""
"2/25/2022","CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"2/24/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.00","credit","Transfer","Joint Checking Account","",""
"2/24/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1541.00","credit","Transfer","Joint Checking Account","",""
"2/22/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.99","debit","Transfer","Joint Checking Account","",""
"2/22/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","68.81","debit","Transfer","Joint Checking Account","",""
"2/21/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","57.04","debit","Gas & Fuel","Joint Checking Account","",""
"2/21/2022","ETRAILER CORPORATIO636-887-9300 MOUS","Point Of Sale Withdrawal ETRAILER CORPORATIO636-887-9300 MOUS","208.56","debit","Vacation","Joint Checking Account","",""
"2/20/2022","Tractor Supply","Point Of Sale Withdrawal TRACTOR SUPPLY 1003 DUTCH FORK RD IRMO SCUS","3.65","debit","Pets Fowl","Joint Checking Account","",""
"2/20/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","186.37","debit","Groceries Costco","Joint Checking Account","",""
"2/20/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #01443 ASHEVILLE NCUS","17.31","debit","Entertainment","Joint Checking Account","",""
"2/20/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","117.96","debit","Groceries","Joint Checking Account","",""
"2/20/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","54.71","debit","Amazon","Joint Checking Account","",""
"2/20/2022","TST* The Purple OniSaluda NCUS","Point Of Sale Withdrawal TST* The Purple OniSaluda NCUS","94.46","debit","Restaurants","Joint Checking Account","",""
"2/19/2022","Marathon","Point Of Sale Withdrawal MARATHON PETRO19259ASHEVILLE NCUS","62.39","debit","Gas & Fuel","Joint Checking Account","",""
"2/19/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"2/19/2022","Marathon","Point Of Sale Withdrawal MARATHON PETRO1 1484 OZONE ROAD SALUDA NCUS","23.52","debit","Gas & Fuel","Joint Checking Account","",""
"2/19/2022","REI","Point Of Sale Withdrawal REI #117 ASHEVI 31 SCHENCK PARKWAY ASHEVILLE NCUS","40.67","debit","Sporting Goods","Joint Checking Account","",""
"2/19/2022","Circle K","Point Of Sale Withdrawal CIRCLE K # 06779 COLUMBIA SCUS","20.59","debit","Gas & Fuel","Joint Checking Account","",""
"2/18/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","1.89","debit","Transfer","Joint Checking Account","",""
"2/18/2022","Discount Tire","Point Of Sale Withdrawal DISCOUNT TIRE SCC 0LEXINGTON SCUS","362.58","debit","Service & Parts","Joint Checking Account","",""
"2/17/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","300.00","debit","Auto Payment","Joint Checking Account","",""
"2/17/2022","State Farm","External Withdrawal STATE FARM RO 27 - SFPP","224.24","debit","Auto Insurance","Joint Checking Account","",""
"2/17/2022","KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","External Withdrawal KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","500.00","debit","Auto Payment","Joint Checking Account","",""
"2/17/2022","PetSmart","Point Of Sale Withdrawal PETSMART # 1751 LEXINGTON SCUS","72.75","debit","Pet Food & Supplies","Joint Checking Account","",""
"2/16/2022","CVS","Point Of Sale Withdrawal CVS/PHARMACY # 4156--308 & 312 STCOLUMBIA SCUS","23.63","debit","Pharmacy","Joint Checking Account","",""
"2/14/2022","WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"2/14/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"2/14/2022","Publix","Point Of Sale Withdrawal PUBLIX LEXINGTON SCUS","19.83","debit","Groceries","Joint Checking Account","",""
"2/14/2022","Prime Video*Z81LB5Z888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*Z81LB5Z888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"2/13/2022","Kohl's","Point Of Sale Withdrawal KOHLS 1195 120 HARBISON BLVD COLUMBIA SCUS","64.56","debit","Clothing","Joint Checking Account","",""
"2/12/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","83.23","debit","Groceries","Joint Checking Account","",""
"2/12/2022","Deposit AMAZON.COM SEATTLE WAUS","Point Of Sale Deposit AMAZON.COM SEATTLE WAUS","85.59","credit","Transfer","Joint Checking Account","",""
"2/12/2022","LEXINGTONSP402-935-7733 CAUS","Point Of Sale Withdrawal PAYPAL *LEXINGTONSP402-935-7733 CAUS","350.00","debit","Clothing","Joint Checking Account","",""
"2/12/2022","Publix","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","194.87","debit","Groceries","Joint Checking Account","",""
"2/12/2022","Toyota","Point Of Sale Withdrawal JIM HUDSON TOYOT 97IRMO SCUS","245.65","debit","Service & Parts","Joint Checking Account","",""
"2/12/2022","Barnes & Noble","Point Of Sale Withdrawal BARNESNOBLE 3400 FoColumbia SCUS","100.87","debit","Books","Joint Checking Account","",""
"2/12/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","155.00","debit","Gym","Joint Checking Account","",""
"2/12/2022","AZALEA COFFE COLUMBIA SCUS","Point Of Sale Withdrawal SQ *AZALEA COFFE COLUMBIA SCUS","15.19","debit","Coffee Shops","Joint Checking Account","",""
"2/11/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","300.00","credit","Income","Joint Checking Account","",""
"2/11/2022","RHINO RACK USA LLC 303-706-9700 COUS","Point Of Sale Withdrawal RHINO RACK USA LLC 303-706-9700 COUS","567.00","debit","Charity","Joint Checking Account","",""
"2/11/2022","Check SERIAL #: 2576","Check SERIAL #: 2576","41.00","debit","Doctor","Joint Checking Account","",""
"2/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"2/10/2022","AR Workshop Lexington","Point Of Sale Withdrawal AR WORKSHOP LEXINGTLEXINGTON SCUS","100.00","debit","Business Services","Joint Checking Account","",""
"2/10/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2349.00","credit","Transfer","Joint Checking Account","",""
"2/10/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","400.00","credit","Income","Joint Checking Account","",""
"2/09/2022","LEXINGTONSP402-935-7733 CAUS","Point Of Sale Withdrawal PAYPAL *LEXINGTONSP402-935-7733 CAUS","75.00","debit","Charity","Joint Checking Account","",""
"2/09/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1535.00","credit","Transfer","Joint Checking Account","",""
"2/09/2022","Spectrum 855-707-7328 - Cable Bill","External Withdrawal Spectrum 855-707-7328 - Cable Bill","94.99","debit","Internet","Joint Checking Account","",""
"2/08/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"2/08/2022","RIVERBANKS ZOO x8717 SCUS","Point Of Sale Withdrawal RIVERBANKS ZOO x8717 SCUS","229.00","debit","Amusement","Joint Checking Account","",""
"2/08/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","24.01","debit","Gas & Fuel","Joint Checking Account","",""
"2/08/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","171.18","debit","Amazon","Joint Checking Account","",""
"2/08/2022","Toyota","Point Of Sale Withdrawal JIM HUDSON TOYOTA 803-407-5678 SCUS","994.35","debit","Service & Parts","Joint Checking Account","",""
"2/07/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.99","debit","Transfer","Joint Checking Account","",""
"2/07/2022","DOLLYWOOD INTERNET 800-365-5996 TNUS","Point Of Sale Withdrawal DOLLYWOOD INTERNET 800-365-5996 TNUS","384.10","debit","Vacation","Joint Checking Account","",""
"2/07/2022","RUSHS 9 LEXINGTON SCUS","Point Of Sale Withdrawal RUSHS 9 LEXINGTON SCUS","34.93","debit","Fast Food","Joint Checking Account","",""
"2/07/2022","AT&T","External Withdrawal ATT - Payment","219.60","debit","Home Phone","Joint Checking Account","",""
"2/07/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"2/07/2022","PIGEON FORGE KOA 435-529-6682 TNUS","Point Of Sale Withdrawal PIGEON FORGE KOA 435-529-6682 TNUS","80.52","debit","Vacation","Joint Checking Account","",""
"2/07/2022","Lakewood Camping Resort, Inc.","Point Of Sale Withdrawal LAKEWOOD CAMPING REMYRTLE BEACH SCUS","323.33","debit","Vacation","Joint Checking Account","",""
"2/07/2022","BOYD'S KEY WEST CAM305-294-1465 FLUS","Point Of Sale Withdrawal BOYD'S KEY WEST CAM305-294-1465 FLUS","157.50","debit","Vacation","Joint Checking Account","",""
"2/06/2022","AR Workshop Lexington","Point Of Sale Withdrawal AR WORKSHOP LEXINGTLEXINGTON SCUS","210.00","debit","Business Services","Joint Checking Account","",""
"2/06/2022","RIVERBANKS SOCIETY https:// SCUS","Point Of Sale Withdrawal RIVERBANKS SOCIETY https:// SCUS","475.00","debit","Charity","Joint Checking Account","",""
"2/05/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","165.49","debit","Groceries","Joint Checking Account","",""
"2/05/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","112.00","debit","Gym","Joint Checking Account","",""
"2/04/2022","External Deposit SC STATE TREASUR DIRECT DEPOSIT - TAX EFT","External Deposit SC STATE TREASUR DIRECT DEPOSIT - TAX EFT","2648.00","credit","Paycheck","Joint Checking Account","",""
"2/02/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","60.00","debit","Transfer","Joint Checking Account","",""
"2/02/2022","YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Charity","Joint Checking Account","",""
"2/02/2022","AMZNFreeTime*YO96O9888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*YO96O9888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"2/01/2022","Carolina","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","144.63","debit","Business Services","Joint Checking Account","",""
"2/01/2022","Prime Video*1S32M9K888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*1S32M9K888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"2/01/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","49.66","debit","Groceries","Joint Checking Account","",""
"1/31/2022","Internal Revenue Service","External Withdrawal IRS - USATAXPYMT","434.00","debit","Federal Tax","Joint Checking Account","",""
"1/30/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","128.23","debit","Groceries","Joint Checking Account","",""
"1/30/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","125.32","debit","Groceries Costco","Joint Checking Account","",""
"1/29/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","220.00","debit","Gym","Joint Checking Account","",""
"1/28/2022","Instacart","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","97.62","debit","Groceries","Joint Checking Account","",""
"1/28/2022"," x0127PPZ94J - INST XFER","External Withdrawal PAYPAL x0127PPZ94J - INST XFER","16.19","debit","Transfer","Joint Checking Account","",""
"1/28/2022","Dominion Energy","External Withdrawal DOMINION ENERGY - DRAFT","291.63","debit","Utilities","Joint Checking Account","",""
"1/27/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2359.00","credit","Transfer","Joint Checking Account","",""
"1/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"1/27/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"1/27/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"1/25/2022","CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"1/25/2022"," x0124PPZB7Y - INST XFER","External Withdrawal PAYPAL x0124PPZB7Y - INST XFER","38.33","debit","Transfer","Joint Checking Account","",""
"1/24/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1535.00","credit","Transfer","Joint Checking Account","",""
"1/24/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","6.48","debit","Transfer","Joint Checking Account","",""
"1/22/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","124.00","debit","Gym","Joint Checking Account","",""
"1/21/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","114.62","debit","Auto Payment","Joint Checking Account","",""
"1/21/2022","Publix","Point Of Sale Withdrawal PUBLIX IRMO SCUS","134.12","debit","Groceries","Joint Checking Account","",""
"1/21/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","186.00","debit","Auto Payment","Joint Checking Account","",""
"1/20/2022","Deposit COSTCO WHSE #1232 COLUMBIA SCUS","Point Of Sale Deposit COSTCO WHSE #1232 COLUMBIA SCUS","32.39","credit","Transfer","Joint Checking Account","",""
"1/20/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","38.00","debit","Gas & Fuel","Joint Checking Account","",""
"1/19/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","35.40","debit","Groceries Costco","Joint Checking Account","",""
"1/19/2022","State Farm","External Withdrawal STATE FARM RO 27 - SFPP","224.24","debit","Auto Insurance","Joint Checking Account","",""
"1/19/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","2.99","debit","Transfer","Joint Checking Account","",""
"1/19/2022","DELUXE CHECK - CHECK/ACC.","External Withdrawal DELUXE CHECK - CHECK/ACC.","63.10","debit","Bank Fee","Joint Checking Account","",""
"1/18/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.65","debit","Transfer","Joint Checking Account","",""
"1/18/2022","KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","External Withdrawal KUBOTA CREDIT PHP_PAYMENTS - PAYMENT","500.00","debit","Loan Payment","Joint Checking Account","",""
"1/15/2022","Trader Joe's","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","106.08","debit","Groceries","Joint Checking Account","",""
"1/15/2022","PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","160.00","debit","Gym","Joint Checking Account","",""
"1/14/2022","Prime Video*9N2RI2J888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*9N2RI2J888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"1/14/2022","OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","65.97","debit","Groceries","Joint Checking Account","",""
"1/14/2022","Terminix","Point Of Sale Withdrawal TERMINIX SERVICE IN803-x1783 SCUS","90.00","debit","Home Services","Joint Checking Account","",""
"1/13/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"1/13/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2372.00","credit","Transfer","Joint Checking Account","",""
"1/13/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","126.95","debit","Groceries Costco","Joint Checking Account","",""
"1/13/2022","Publix","Point Of Sale Withdrawal PUBLIX #656 COLUMBIA SCUS","122.77","debit","Groceries","Joint Checking Account","",""
"1/12/2022","WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"1/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"1/11/2022","YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","113.71","debit","Shopping","Joint Checking Account","",""
"1/10/2022"," VERIFYBANK - VERIFYBANK","External Withdrawal PAYPAL VERIFYBANK - VERIFYBANK","0.22","debit","Cash & ATM","Joint Checking Account","",""
"1/10/2022","External Deposit PAYPAL VERIFYBANK - VERIFYBANK","External Deposit PAYPAL VERIFYBANK - VERIFYBANK","0.10","credit","Transfer","Joint Checking Account","",""
"1/10/2022"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"1/10/2022","External Deposit PAYPAL VERIFYBANK - VERIFYBANK","External Deposit PAYPAL VERIFYBANK - VERIFYBANK","0.12","credit","Transfer","Joint Checking Account","",""
"1/09/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","128.43","debit","Transfer","Joint Checking Account","",""
"1/08/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1200.00","credit","Transfer","Joint Checking Account","",""
"1/04/2022","U.S. BANK N.A. PAYMENT - PAYMENT","External Withdrawal U.S. BANK N.A. PAYMENT - PAYMENT","300.00","debit","Auto Payment","Joint Checking Account","",""
"1/04/2022","Deposit Internet Transfer from *1693 SAV","Deposit Internet Transfer from *1693 SAV","3000.00","credit","Transfer","Joint Checking Account","",""
"1/03/2022","SPECTRUM 855-707-7328 - SPECTRUM","External Withdrawal SPECTRUM 855-707-7328 - SPECTRUM","94.99","debit","Internet","Joint Checking Account","",""
"1/02/2022","Deposit Internet Transfer from *5050 SAV","Deposit Internet Transfer from *5050 SAV","5500.00","credit","Transfer","Joint Checking Account","",""
"12/28/2021","New Account Deposit","New Account Deposit","25.00","credit","Transfer","Joint Checking Account","",""
